x_coordinate,y_coordinate,month,week,day_of_week,Predicted_CATEGORY
7672816,682195,2,6,Thursday,OTHER
7644617,685348,5,19,Saturday,OTHER
7691536,679897,1,2,Sunday,OTHER
7668458,682303,4,17,Thursday,STREET CRIMES
7670740,667505,2,5,Wednesday,OTHER
7664786,670072,4,17,Sunday,OTHER
7660162,682166,4,16,Thursday,OTHER
7642859,683164,5,19,Wednesday,OTHER
7675334,683313,2,8,Tuesday,OTHER
7643853,704193,1,2,Friday,OTHER
7643153,684311,4,16,Thursday,OTHER
7670901,677974,4,14,Sunday,OTHER
7671517,704190,3,11,Thursday,OTHER
7673019,680661,5,18,Sunday,STREET CRIMES
7639779,687693,2,5,Thursday,OTHER
7650579,687362,1,3,Monday,OTHER
7640378,686572,4,15,Friday,OTHER
7642157,681139,1,4,Wednesday,OTHER
7644202,693735,4,17,Friday,OTHER
7647212,688355,5,20,Thursday,OTHER
7674588,684907,4,16,Tuesday,OTHER
7655063,687702,5,22,Monday,OTHER
7669830,662278,1,4,Monday,OTHER
7643510,688192,2,6,Wednesday,OTHER
7641337,683867,2,5,Sunday,OTHER
7666709,689102,4,16,Sunday,OTHER
7653761,687959,1,3,Sunday,OTHER
7661441,674446,1,2,Wednesday,OTHER
7645127,703601,4,17,Wednesday,OTHER
7670023,696426,4,17,Sunday,OTHER
7640997,686051,5,18,Tuesday,OTHER
7657202,694240,3,11,Wednesday,OTHER
7665988,677207,3,10,Monday,OTHER
7643485,676807,3,11,Sunday,OTHER
7655050,683784,4,16,Tuesday,OTHER
7662823,696401,4,17,Friday,OTHER
7647721,682272,4,16,Thursday,OTHER
7647580,685575,1,1,Saturday,OTHER
7679609,682743,3,10,Wednesday,OTHER
7639054,684627,3,11,Tuesday,OTHER
7686499,683523,3,12,Tuesday,OTHER
7649832,682953,2,7,Friday,OTHER
7650320,687621,3,13,Thursday,OTHER
7680055,673053,2,5,Wednesday,OTHER
7674262,687227,1,5,Tuesday,OTHER
7663425,693828,2,7,Thursday,OTHER
7675312,690573,3,13,Wednesday,OTHER
7675424,686772,4,17,Friday,OTHER
7634476,664526,5,19,Tuesday,OTHER
7643328,682062,5,19,Monday,OTHER
7645066,676096,2,6,Monday,OTHER
7624094,709457,3,13,Monday,OTHER
7679619,681063,5,20,Monday,OTHER
7647033,700223,1,1,Monday,OTHER
7658515,688126,2,8,Wednesday,OTHER
7642097,681726,4,16,Sunday,STREET CRIMES
7644195,685884,3,10,Saturday,OTHER
7667660,669719,4,17,Saturday,STREET CRIMES
7675607,666419,1,1,Wednesday,OTHER
7682081,673761,5,22,Wednesday,OTHER
7654540,687510,2,5,Wednesday,OTHER
7645313,684647,3,10,Wednesday,OTHER
7651281,687904,5,21,Monday,OTHER
7667169,699581,3,9,Sunday,OTHER
7643626,673279,4,14,Saturday,OTHER
7648925,705440,2,7,Monday,OTHER
7679701,684067,2,5,Saturday,STREET CRIMES
7648109,684161,3,9,Wednesday,OTHER
7640458,677008,2,6,Thursday,OTHER
7672990,671467,2,8,Friday,OTHER
7654202,677853,5,21,Wednesday,OTHER
7673752,685877,5,18,Wednesday,OTHER
7653628,697395,3,12,Friday,OTHER
7640638,699542,3,13,Tuesday,OTHER
7643596,684489,3,11,Saturday,OTHER
7676561,700152,4,15,Sunday,OTHER
7644314,683484,2,7,Friday,OTHER
7659474,680707,4,17,Sunday,OTHER
7652048,680835,3,11,Sunday,OTHER
7649520,687244,4,15,Tuesday,OTHER
7663168,671309,5,19,Sunday,OTHER
7689655,681910,5,18,Wednesday,OTHER
7643278,704597,3,11,Monday,OTHER
7648848,704397,1,3,Saturday,OTHER
7634222,661007,2,8,Wednesday,OTHER
7644560,684844,5,19,Sunday,OTHER
7638362,667499,3,13,Thursday,OTHER
7644414,662749,3,12,Tuesday,OTHER
7648195,680957,5,19,Tuesday,OTHER
7686929,682875,1,4,Tuesday,OTHER
7643586,700429,3,11,Tuesday,OTHER
7650211,682992,5,18,Friday,OTHER
7678719,695642,4,14,Friday,OTHER
7623536,711357,3,12,Saturday,OTHER
7686778,681784,4,15,Monday,OTHER
7677746,676545,5,21,Wednesday,OTHER
7669376,675255,5,20,Friday,OTHER
7651462,672416,3,13,Tuesday,OTHER
7668030,675392,5,20,Tuesday,OTHER
7686285,683686,3,11,Monday,OTHER
7686875,684446,2,5,Friday,OTHER
7660798,679749,1,4,Saturday,OTHER
7667235,693807,3,11,Thursday,OTHER
7642250,687041,5,20,Thursday,OTHER
7627059,708707,5,21,Saturday,OTHER
7647896,694330,4,17,Monday,OTHER
7690524,672785,2,6,Monday,OTHER
7640553,684413,5,20,Tuesday,OTHER
7638199,704374,1,1,Friday,OTHER
7652355,688541,4,16,Thursday,OTHER
7674137,684541,4,15,Friday,OTHER
7646733,689712,4,15,Thursday,OTHER
7640376,684510,4,17,Tuesday,OTHER
7692090,671928,1,52,Sunday,OTHER
7669299,683548,4,16,Thursday,OTHER
7641835,695553,2,8,Saturday,MOTOR VEHICLE THEFT
7669647,690191,2,6,Tuesday,OTHER
7670852,675742,3,10,Saturday,OTHER
7663057,685205,1,4,Thursday,OTHER
7648420,682695,3,12,Wednesday,STREET CRIMES
7671916,676682,2,8,Tuesday,OTHER
7636608,661878,5,21,Tuesday,OTHER
7670150,661543,1,1,Thursday,OTHER
7649118,688377,1,2,Tuesday,OTHER
7644097,685868,5,19,Thursday,OTHER
7674991,672359,5,20,Tuesday,OTHER
7646680,682147,1,1,Saturday,OTHER
7643103,682014,3,13,Monday,OTHER
7671177,691496,5,18,Sunday,OTHER
7638952,684586,3,11,Saturday,OTHER
7634090,659441,4,14,Saturday,OTHER
7668630,674204,1,4,Friday,OTHER
7642248,683975,1,3,Tuesday,OTHER
7634891,706637,4,16,Sunday,OTHER
7643134,710556,1,3,Monday,OTHER
7647296,686924,5,21,Thursday,OTHER
7678013,678157,2,6,Friday,OTHER
7643706,710309,1,3,Monday,OTHER
7675503,692433,4,15,Thursday,OTHER
7644833,686438,5,19,Sunday,OTHER
7673484,696619,4,13,Sunday,OTHER
7643224,680840,4,14,Saturday,OTHER
7680456,676745,2,8,Sunday,OTHER
7657898,674564,1,4,Thursday,OTHER
7644386,686468,2,6,Monday,OTHER
7668111,669883,5,20,Sunday,OTHER
7658156,687633,3,12,Saturday,OTHER
7670372,677685,4,14,Friday,OTHER
7660164,668043,4,14,Friday,OTHER
7666234,663901,1,2,Wednesday,OTHER
7644474,683137,2,6,Saturday,OTHER
7641130,681984,4,14,Thursday,OTHER
7657767,680216,2,5,Friday,OTHER
7684957,674190,3,12,Saturday,OTHER
7674175,681929,5,19,Wednesday,OTHER
7654022,676775,3,11,Saturday,OTHER
7642250,687041,3,13,Monday,OTHER
7645803,705303,1,1,Saturday,OTHER
7649797,677735,2,6,Friday,OTHER
7672378,695364,5,19,Friday,OTHER
7643012,700298,2,7,Monday,OTHER
7638375,689076,1,2,Tuesday,OTHER
7650586,693477,5,21,Saturday,OTHER
7629786,711239,5,18,Tuesday,OTHER
7674624,684051,5,18,Friday,OTHER
7682942,671317,5,18,Tuesday,OTHER
7648329,686662,1,3,Monday,OTHER
7661708,685461,3,10,Saturday,OTHER
7662563,664153,3,10,Saturday,OTHER
7650373,668386,5,21,Monday,OTHER
7663441,687766,1,4,Thursday,OTHER
7651354,676924,2,7,Saturday,OTHER
7642769,687510,1,5,Monday,OTHER
7623123,717545,4,14,Friday,OTHER
7634086,706228,2,7,Monday,OTHER
7649826,688795,2,7,Friday,OTHER
7625666,708419,3,13,Tuesday,OTHER
7676644,699729,4,14,Friday,OTHER
7643416,684569,4,16,Tuesday,OTHER
7685422,676235,5,20,Thursday,OTHER
7668091,678619,2,8,Friday,OTHER
7644559,683578,5,19,Thursday,OTHER
7643596,684489,5,19,Monday,OTHER
7643950,683292,5,19,Thursday,OTHER
7647744,683287,5,20,Friday,OTHER
7655131,685808,1,4,Thursday,OTHER
7668712,663739,3,12,Thursday,OTHER
7693318,676310,2,8,Sunday,STREET CRIMES
7680209,695826,1,3,Friday,OTHER
7640671,685222,3,10,Saturday,OTHER
7667689,687061,3,10,Wednesday,OTHER
7675516,694367,3,10,Saturday,OTHER
7669342,671852,2,6,Thursday,OTHER
7653933,681037,2,7,Friday,OTHER
7648515,699645,3,10,Tuesday,OTHER
7689846,680841,2,6,Monday,OTHER
7667335,664299,2,6,Friday,OTHER
7638246,684906,4,16,Wednesday,OTHER
7649061,679394,4,16,Friday,OTHER
7643631,678816,5,18,Wednesday,OTHER
7661138,667457,5,20,Wednesday,OTHER
7644024,697422,4,17,Wednesday,OTHER
7629658,712520,1,3,Thursday,OTHER
7654467,685962,5,18,Friday,OTHER
7659778,661636,5,21,Friday,OTHER
7638154,681607,5,20,Sunday,OTHER
7658777,673017,5,18,Friday,OTHER
7647716,663256,1,1,Saturday,OTHER
7636971,706849,5,19,Monday,OTHER
7678951,682856,3,13,Thursday,OTHER
7671841,687853,2,8,Saturday,OTHER
7645296,684018,3,12,Sunday,OTHER
7643288,686573,1,2,Wednesday,OTHER
7645136,684101,5,18,Tuesday,OTHER
7651348,670957,4,14,Monday,OTHER
7673214,671625,1,1,Wednesday,OTHER
7642711,683582,4,16,Monday,OTHER
7644489,686808,5,18,Friday,OTHER
7692072,674867,4,17,Friday,OTHER
7645108,698005,3,9,Thursday,OTHER
7643852,686359,2,5,Wednesday,OTHER
7639793,700150,4,13,Saturday,OTHER
7682794,666257,4,16,Saturday,OTHER
7648583,698665,1,3,Sunday,OTHER
7678965,672334,3,11,Saturday,OTHER
7649945,682200,4,13,Saturday,STREET CRIMES
7624582,709530,5,18,Monday,OTHER
7648478,684041,3,10,Thursday,OTHER
7646712,698705,1,2,Saturday,OTHER
7645054,685292,3,13,Tuesday,OTHER
7650135,682016,3,12,Tuesday,OTHER
7673723,685547,5,18,Wednesday,OTHER
7632505,666790,5,19,Monday,OTHER
7678479,679224,4,14,Thursday,OTHER
7681273,697095,5,20,Tuesday,OTHER
7645815,699374,2,8,Thursday,OTHER
7647854,688129,3,11,Friday,OTHER
7644617,685608,2,6,Sunday,OTHER
7648747,678938,2,7,Friday,OTHER
7652119,677368,4,14,Monday,OTHER
7670273,669455,3,13,Friday,STREET CRIMES
7645411,684895,2,6,Monday,OTHER
7668697,663377,2,6,Sunday,OTHER
7659532,667522,5,19,Wednesday,OTHER
7639635,690406,5,19,Tuesday,OTHER
7644039,717349,2,6,Monday,OTHER
7667144,695596,2,7,Wednesday,OTHER
7652295,686640,4,17,Friday,OTHER
7634187,690248,5,21,Wednesday,OTHER
7676471,666319,2,8,Friday,OTHER
7642506,684440,2,7,Saturday,OTHER
7644097,685609,5,19,Saturday,OTHER
7641762,665606,5,18,Wednesday,OTHER
7666602,668566,5,18,Monday,OTHER
7679929,685439,5,21,Saturday,OTHER
7693067,672776,5,20,Thursday,OTHER
7620706,707547,2,6,Saturday,OTHER
7668511,680738,5,21,Sunday,OTHER
7672113,682379,1,3,Saturday,OTHER
7640656,684270,2,5,Sunday,OTHER
7659839,667115,2,7,Monday,OTHER
7643923,683504,3,10,Sunday,OTHER
7644358,685609,4,13,Saturday,OTHER
7645004,717514,5,21,Friday,OTHER
7638210,703532,1,5,Monday,OTHER
7644796,685268,3,13,Friday,OTHER
7654106,676928,4,14,Saturday,OTHER
7683605,682949,2,6,Saturday,OTHER
7670722,663418,4,17,Wednesday,OTHER
7639843,701641,4,15,Monday,OTHER
7673870,680227,5,19,Tuesday,OTHER
7639210,667296,5,22,Wednesday,OTHER
7657005,680043,4,15,Saturday,OTHER
7687300,691152,5,20,Monday,OTHER
7642263,682258,1,2,Saturday,OTHER
7671663,671149,4,15,Friday,OTHER
7659662,679838,5,18,Tuesday,OTHER
7643526,679584,4,17,Monday,OTHER
7650159,696375,3,10,Wednesday,OTHER
7643898,682109,3,11,Tuesday,OTHER
7671562,671969,4,13,Saturday,OTHER
7657986,674434,1,3,Saturday,OTHER
7649876,679503,2,8,Tuesday,OTHER
7666365,674486,5,18,Wednesday,OTHER
7639777,686133,1,2,Friday,OTHER
7643609,681733,1,3,Friday,OTHER
7641756,684313,2,7,Friday,OTHER
7663785,663941,5,19,Wednesday,OTHER
7645918,711293,2,8,Wednesday,OTHER
7687183,693902,2,6,Tuesday,OTHER
7644771,683859,4,17,Friday,OTHER
7648772,700274,2,5,Sunday,OTHER
7643575,710547,5,22,Wednesday,OTHER
7642622,684147,5,20,Sunday,OTHER
7641397,665134,3,12,Thursday,OTHER
7642901,682955,2,6,Wednesday,OTHER
7641460,680864,1,2,Sunday,OTHER
7658690,687444,1,4,Tuesday,OTHER
7647089,711184,1,1,Saturday,OTHER
7674397,675377,5,18,Friday,OTHER
7654172,683517,4,15,Tuesday,OTHER
7654879,703145,1,1,Wednesday,OTHER
7641741,660477,4,16,Saturday,OTHER
7681018,677586,4,13,Saturday,OTHER
7673763,666139,4,15,Tuesday,OTHER
7644540,698675,1,3,Tuesday,OTHER
7653442,685373,4,16,Thursday,OTHER
7645792,684159,1,4,Friday,OTHER
7624397,710132,5,19,Saturday,OTHER
7648963,685966,5,19,Wednesday,OTHER
7691290,676736,3,11,Tuesday,OTHER
7642559,706970,2,6,Wednesday,OTHER
7650010,698343,4,17,Friday,OTHER
7657411,679872,2,5,Wednesday,OTHER
7648463,692484,2,6,Monday,OTHER
7658642,672155,4,14,Wednesday,OTHER
7660158,682508,2,7,Thursday,OTHER
7679427,677325,4,14,Wednesday,OTHER
7639257,686133,4,15,Thursday,OTHER
7644314,703024,3,11,Saturday,OTHER
7625365,709218,1,1,Wednesday,OTHER
7645419,684173,1,3,Thursday,OTHER
7642637,686911,4,13,Saturday,OTHER
7659533,667556,5,19,Wednesday,OTHER
7676122,670498,4,16,Sunday,OTHER
7691861,672271,3,10,Tuesday,OTHER
7671809,671644,3,10,Sunday,OTHER
7641599,664515,4,14,Friday,OTHER
7626537,700077,1,3,Wednesday,OTHER
7639893,683756,5,20,Thursday,OTHER
7644215,683243,3,10,Saturday,OTHER
7669338,676157,5,21,Sunday,OTHER
7653891,674544,3,9,Saturday,OTHER
7671892,673860,2,8,Friday,OTHER
7680597,678164,3,9,Saturday,OTHER
7644095,684828,2,7,Sunday,OTHER
7646103,704455,3,9,Wednesday,OTHER
7645907,662844,4,17,Wednesday,OTHER
7643600,695546,2,5,Saturday,OTHER
7630308,682604,4,17,Saturday,OTHER
7644670,676062,5,19,Tuesday,OTHER
7688675,683704,1,1,Thursday,OTHER
7643627,682588,2,8,Friday,OTHER
7658517,688201,5,18,Saturday,OTHER
7639257,685613,3,11,Friday,OTHER
7629121,664745,5,22,Monday,OTHER
7641857,686131,5,18,Sunday,OTHER
7681169,681011,3,9,Saturday,OTHER
7670710,679112,2,5,Sunday,OTHER
7618834,720011,1,5,Tuesday,MOTOR VEHICLE THEFT
7648361,683047,5,18,Tuesday,OTHER
7685034,673753,1,1,Sunday,OTHER
7649597,684028,5,19,Monday,OTHER
7654015,682941,2,7,Tuesday,OTHER
7649102,688313,1,1,Monday,OTHER
7644144,696360,3,11,Monday,OTHER
7645671,684075,5,19,Sunday,OTHER
7681169,681011,5,21,Thursday,OTHER
7666113,662502,4,14,Monday,OTHER
7673959,684896,1,2,Wednesday,OTHER
7645054,685292,2,6,Thursday,OTHER
7682090,672299,2,8,Tuesday,OTHER
7641630,683659,5,21,Wednesday,OTHER
7666501,691534,5,19,Tuesday,OTHER
7644226,686113,2,6,Thursday,OTHER
7670850,663579,1,1,Monday,OTHER
7654839,670809,2,5,Wednesday,OTHER
7643465,701158,2,6,Tuesday,OTHER
7675612,691206,3,12,Wednesday,OTHER
7661295,689961,1,1,Saturday,OTHER
7643677,684309,1,5,Tuesday,OTHER
7672893,694809,1,2,Thursday,OTHER
7687703,681937,3,10,Sunday,STREET CRIMES
7671959,670521,2,6,Thursday,OTHER
7644276,684383,5,19,Tuesday,OTHER
7692358,678816,2,7,Monday,OTHER
7649428,684380,5,20,Saturday,STREET CRIMES
7662231,678360,2,8,Tuesday,OTHER
7650312,681931,3,10,Saturday,OTHER
7659078,703130,5,19,Thursday,OTHER
7679478,682563,2,8,Saturday,OTHER
7678870,673682,3,12,Tuesday,OTHER
7654494,679943,5,20,Thursday,OTHER
7665695,668326,3,12,Thursday,OTHER
7641770,678906,5,18,Friday,OTHER
7644950,683925,4,16,Tuesday,OTHER
7686279,675990,5,18,Saturday,OTHER
7671588,677876,3,12,Saturday,OTHER
7668434,673242,1,5,Monday,OTHER
7640923,682909,5,18,Wednesday,OTHER
7632929,672703,5,22,Tuesday,STREET CRIMES
7660006,699225,5,21,Monday,OTHER
7680661,675666,1,4,Sunday,OTHER
7646295,697614,3,10,Friday,OTHER
7629505,708840,4,15,Thursday,OTHER
7642970,683475,1,4,Wednesday,OTHER
7655163,680735,5,20,Thursday,OTHER
7644548,684100,5,18,Thursday,OTHER
7643321,682909,3,10,Thursday,OTHER
7656466,674020,2,7,Saturday,OTHER
7677168,671638,2,6,Monday,OTHER
7643635,679388,2,8,Monday,OTHER
7652492,677516,5,21,Sunday,OTHER
7624144,712900,1,1,Monday,OTHER
7678184,685915,4,14,Monday,OTHER
7639897,686408,2,6,Monday,OTHER
7640087,704052,5,22,Wednesday,OTHER
7672364,679565,5,21,Thursday,OTHER
7640215,664713,5,19,Thursday,OTHER
7646056,678720,5,21,Friday,OTHER
7668813,684990,4,14,Tuesday,OTHER
7653566,705317,1,2,Thursday,OTHER
7648309,677229,5,18,Monday,OTHER
7683619,666219,1,2,Saturday,OTHER
7669232,673223,4,17,Friday,OTHER
7632793,706610,1,2,Monday,OTHER
7661169,667719,5,20,Friday,OTHER
7671740,679114,4,15,Wednesday,OTHER
7674468,683415,3,10,Tuesday,OTHER
7652218,677364,3,11,Monday,OTHER
7652875,677504,1,4,Thursday,OTHER
7685108,691180,4,14,Thursday,OTHER
7658592,687828,5,19,Saturday,OTHER
7651088,676129,5,20,Wednesday,OTHER
7669652,683941,1,1,Sunday,OTHER
7675895,694457,3,13,Thursday,OTHER
7685380,695033,1,4,Thursday,OTHER
7655739,688332,3,11,Monday,OTHER
7682132,674397,4,17,Sunday,OTHER
7634231,705381,1,5,Monday,OTHER
7649615,682033,3,11,Friday,OTHER
7659502,674596,1,2,Saturday,OTHER
7670194,673186,5,18,Friday,OTHER
7677325,670164,3,9,Thursday,STREET CRIMES
7652076,684121,2,5,Wednesday,OTHER
7645070,716838,4,17,Saturday,OTHER
7649116,688473,3,10,Tuesday,OTHER
7669497,663271,2,7,Monday,OTHER
7637472,684909,5,18,Friday,OTHER
7658562,677521,5,21,Monday,OTHER
7628329,667473,4,15,Monday,OTHER
7633459,706115,5,19,Friday,OTHER
7630642,658185,4,16,Monday,OTHER
7638037,659192,2,5,Wednesday,OTHER
7643178,685377,3,11,Sunday,OTHER
7644359,704059,4,14,Monday,OTHER
7669106,682360,2,5,Saturday,OTHER
7680699,682999,3,10,Saturday,OTHER
7648234,679475,4,17,Thursday,OTHER
7683013,683176,3,11,Wednesday,OTHER
7675318,670123,3,10,Saturday,OTHER
7661097,673646,1,5,Tuesday,OTHER
7651451,703885,5,21,Tuesday,OTHER
7644547,684875,4,16,Friday,OTHER
7670426,686142,4,17,Thursday,STREET CRIMES
7663582,691728,3,10,Thursday,OTHER
7648594,695126,2,9,Monday,OTHER
7641746,685091,1,2,Thursday,OTHER
7652363,691851,1,5,Monday,OTHER
7685344,679429,5,18,Tuesday,OTHER
7644756,684195,4,17,Sunday,OTHER
7693290,671721,4,17,Tuesday,OTHER
7638459,667669,3,13,Thursday,OTHER
7657948,697673,5,18,Saturday,OTHER
7642918,706589,4,15,Thursday,OTHER
7642988,698348,3,11,Monday,STREET CRIMES
7678671,681591,5,18,Wednesday,OTHER
7655470,677554,4,16,Sunday,OTHER
7677591,701356,1,2,Saturday,OTHER
7663572,687602,4,16,Friday,OTHER
7629141,707553,2,6,Saturday,OTHER
7648396,682086,5,18,Thursday,OTHER
7645248,718242,2,7,Tuesday,OTHER
7649696,684631,1,2,Wednesday,OTHER
7650741,664652,4,16,Wednesday,OTHER
7657683,699024,5,19,Thursday,OTHER
7687834,678439,2,5,Sunday,OTHER
7671780,697666,2,6,Tuesday,OTHER
7645026,682348,3,12,Sunday,OTHER
7654424,681712,2,8,Friday,OTHER
7662985,684979,4,13,Saturday,OTHER
7657612,671420,5,19,Wednesday,OTHER
7654984,679191,5,21,Monday,OTHER
7668641,681966,4,16,Tuesday,OTHER
7675138,681900,1,4,Monday,OTHER
7624191,663959,4,17,Tuesday,OTHER
7690683,665246,3,13,Tuesday,OTHER
7669731,689274,1,2,Monday,OTHER
7667650,666427,4,14,Monday,OTHER
7647560,682878,4,14,Saturday,OTHER
7636022,667101,2,7,Monday,STREET CRIMES
7644126,681519,2,7,Wednesday,OTHER
7646937,703991,4,14,Wednesday,OTHER
7650756,682697,2,6,Friday,OTHER
7640554,686212,4,14,Sunday,OTHER
7642896,684830,4,16,Thursday,OTHER
7651941,689244,1,5,Tuesday,OTHER
7674134,681096,3,10,Wednesday,OTHER
7687417,672274,1,1,Tuesday,OTHER
7683209,669250,2,6,Tuesday,OTHER
7642051,681518,2,5,Saturday,OTHER
7635107,682340,3,10,Friday,OTHER
7641020,681915,1,4,Saturday,OTHER
7644848,713640,4,17,Friday,OTHER
7659836,690078,1,4,Sunday,OTHER
7645534,683843,4,14,Tuesday,OTHER
7635173,706585,3,13,Wednesday,OTHER
7657721,665547,4,16,Monday,OTHER
7683845,676630,1,5,Monday,OTHER
7687428,678704,4,17,Wednesday,OTHER
7675851,680069,1,4,Tuesday,OTHER
7653451,696541,2,8,Sunday,OTHER
7665611,674295,1,2,Monday,OTHER
7667343,699584,3,10,Monday,OTHER
7636057,667586,3,11,Saturday,OTHER
7668769,687426,2,8,Monday,OTHER
7639722,683230,5,21,Saturday,OTHER
7669106,682360,3,11,Thursday,OTHER
7679917,676195,3,11,Tuesday,OTHER
7689803,684787,5,19,Thursday,OTHER
7624269,709395,1,52,Sunday,OTHER
7643937,701458,5,20,Wednesday,OTHER
7671700,665981,5,21,Saturday,OTHER
7639462,681793,1,2,Tuesday,OTHER
7643337,685949,3,11,Sunday,OTHER
7675607,666419,1,1,Thursday,OTHER
7648632,683884,3,11,Thursday,OTHER
7680809,685794,5,21,Monday,OTHER
7679379,680271,5,18,Wednesday,OTHER
7651921,680919,2,7,Wednesday,OTHER
7642857,680284,5,18,Saturday,OTHER
7655439,685346,5,21,Tuesday,OTHER
7644226,686113,1,5,Monday,OTHER
7641841,682163,1,3,Sunday,OTHER
7672055,674355,4,14,Monday,OTHER
7642103,680702,4,16,Thursday,OTHER
7652732,680454,3,9,Wednesday,OTHER
7647528,687527,3,12,Saturday,OTHER
7673709,686138,4,16,Saturday,OTHER
7679011,676511,2,8,Thursday,OTHER
7680814,680232,3,9,Wednesday,OTHER
7655460,698393,3,12,Thursday,OTHER
7657693,679937,5,18,Saturday,OTHER
7655425,686373,2,7,Monday,OTHER
7650311,677521,2,6,Saturday,OTHER
7680839,673850,5,20,Saturday,OTHER
7638761,696485,1,4,Tuesday,OTHER
7673027,689394,4,17,Friday,OTHER
7680851,687390,2,8,Monday,OTHER
7643546,684553,2,5,Saturday,OTHER
7645219,685967,1,2,Monday,OTHER
7649381,697608,2,8,Tuesday,OTHER
7641851,698752,2,5,Saturday,OTHER
7683401,680398,5,19,Wednesday,OTHER
7668820,702352,2,8,Friday,OTHER
7672021,678325,4,17,Sunday,OTHER
7657019,679939,3,11,Wednesday,OTHER
7647776,683211,3,12,Saturday,OTHER
7672027,667349,1,3,Wednesday,OTHER
7674484,696375,1,3,Saturday,OTHER
7647593,683917,2,7,Sunday,OTHER
7642176,681553,1,4,Friday,OTHER
7673578,696365,4,15,Friday,OTHER
7663509,700638,4,15,Wednesday,OTHER
7673064,687264,5,20,Friday,OTHER
7679356,682704,2,7,Wednesday,OTHER
7638965,662727,3,10,Thursday,OTHER
7670181,672701,3,12,Friday,OTHER
7628360,709897,5,20,Thursday,OTHER
7658439,688840,3,10,Thursday,OTHER
7675000,682511,5,20,Monday,OTHER
7641915,687901,2,8,Saturday,OTHER
7643395,685377,3,9,Friday,OTHER
7690368,676275,5,20,Tuesday,OTHER
7649095,682049,4,15,Wednesday,OTHER
7650200,696822,2,9,Tuesday,OTHER
7639692,682009,2,8,Saturday,OTHER
7641630,683659,3,9,Wednesday,OTHER
7674315,696774,2,6,Monday,OTHER
7637849,692070,5,19,Tuesday,OTHER
7654034,677185,3,13,Friday,OTHER
7684015,676358,1,2,Sunday,OTHER
7650806,666056,5,20,Saturday,OTHER
7659487,688290,1,1,Monday,OTHER
7669733,668611,2,8,Saturday,OTHER
7647788,687614,3,12,Thursday,OTHER
7658523,679826,2,8,Sunday,OTHER
7669946,677835,3,13,Tuesday,OTHER
7670702,687884,4,17,Wednesday,OTHER
7679554,684663,1,3,Monday,OTHER
7660954,696950,1,4,Tuesday,STREET CRIMES
7663533,682870,4,15,Thursday,OTHER
7669297,675025,1,3,Sunday,STREET CRIMES
7661585,673536,5,22,Wednesday,OTHER
7642845,689830,2,8,Friday,OTHER
7690022,692743,1,1,Saturday,OTHER
7650269,686436,4,14,Monday,OTHER
7642263,682258,3,11,Thursday,OTHER
7644820,665798,3,10,Tuesday,OTHER
7675092,696653,3,9,Friday,OTHER
7679794,683228,3,13,Monday,OTHER
7649235,711868,2,8,Monday,OTHER
7671805,671416,5,20,Friday,OTHER
7667678,682277,3,10,Tuesday,OTHER
7665455,697764,4,15,Tuesday,OTHER
7653034,685789,4,13,Sunday,OTHER
7684041,676890,3,10,Thursday,OTHER
7650289,686955,5,21,Friday,OTHER
7646642,686073,3,10,Monday,OTHER
7628838,679211,3,11,Friday,OTHER
7638308,683846,3,13,Friday,OTHER
7648511,698093,5,20,Friday,OTHER
7679151,684146,2,9,Monday,OTHER
7680322,669485,5,22,Tuesday,OTHER
7668697,663377,4,15,Wednesday,OTHER
7673710,684718,2,5,Friday,OTHER
7647966,687553,3,12,Friday,OTHER
7640169,684733,2,5,Friday,OTHER
7624144,712900,4,14,Wednesday,OTHER
7644876,684828,1,5,Monday,OTHER
7663172,677242,5,18,Thursday,OTHER
7624094,709457,1,52,Sunday,OTHER
7640399,689371,3,11,Thursday,OTHER
7648396,682086,5,18,Saturday,OTHER
7650530,661937,5,21,Monday,OTHER
7676548,687391,3,12,Tuesday,OTHER
7647212,688355,5,19,Wednesday,OTHER
7638469,705306,2,6,Friday,OTHER
7679090,671446,5,19,Thursday,OTHER
7668586,674318,4,16,Tuesday,OTHER
7642010,682378,2,7,Monday,OTHER
7640503,665227,2,7,Tuesday,OTHER
7648347,687101,3,11,Thursday,OTHER
7631841,704883,2,8,Friday,OTHER
7654342,682609,1,1,Friday,OTHER
7675177,696815,1,3,Saturday,OTHER
7627165,708910,5,19,Tuesday,OTHER
7663074,671779,5,18,Saturday,OTHER
7650283,711576,2,6,Thursday,OTHER
7661103,668702,2,7,Monday,OTHER
7673556,680946,5,20,Monday,OTHER
7641885,681190,5,20,Wednesday,OTHER
7648917,684656,4,14,Tuesday,OTHER
7692084,673123,1,4,Saturday,OTHER
7648329,686662,2,6,Sunday,OTHER
7672602,674182,1,2,Tuesday,OTHER
7643288,687090,3,9,Sunday,OTHER
7669700,699914,1,52,Sunday,OTHER
7647853,682168,4,17,Thursday,STREET CRIMES
7669106,682360,1,2,Thursday,OTHER
7623619,716782,2,6,Saturday,OTHER
7665988,663703,1,5,Tuesday,OTHER
7644096,685088,3,10,Tuesday,STREET CRIMES
7648420,682695,3,12,Monday,OTHER
7642127,704187,1,3,Wednesday,OTHER
7649295,697326,2,8,Saturday,OTHER
7643884,673865,2,8,Friday,OTHER
7690273,690660,5,20,Saturday,OTHER
7669232,673223,1,1,Tuesday,OTHER
7643023,705385,4,17,Saturday,OTHER
